Seção;Sub seção;Informação;Fonte Citada;Pagina;Só texto;Relatório;Observação;Link;Comentário relatório;Aberta;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: VIGILÂNCIA EM SAÚDE - Vigilância Sanitária e Saúde Ambiental;Ramo de atividades mais denunciados à Vigilância Sanitária no Municipal de Curitiba;Centro de Saúde Ambiental/SIMIVISA;143;N;15-3;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: VIGILÂNCIA EM SAÚDE - Vigilância Sanitária e Saúde Ambiental;Situações ambientais mais denunciadas à Vigilância Sanitária Municipal;Centro de Saúde Ambiental/SIMIVISA;144;N;15-3;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: VIGILÂNCIA EM SAÚDE - Vigilância Sanitária e Saúde Ambiental;INSPEÇÕES POR DISTRITO SANITÁRIO;Centro de Saúde Ambiental/SIMIVISA;144;N;15-3;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: VIGILÂNCIA EM SAÚDE - Vigilância Sanitária e Saúde Ambiental;Medidas Administrativas efetivadas pelos Distritos Sanitários e Centro de Saúde Ambiental;Centro de Saúde Ambiental/SIMIVISA;145;N;15-3;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: VIGILÂNCIA EM SAÚDE - Vigilância Sanitária e Saúde Ambiental;Ações Integradas de fiscalização urbana- Curitiba;Centro de Saúde Ambiental – Serviço de Regulação Sanitária;146;N;15-3;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: VIGILÂNCIA EM SAÚDE - Vigilância Sanitária e Saúde Ambiental;Inspeções realizadas pelo plantão nos fins de semana Curitiba/SMS;Centro de Saúde Ambiental – Serviço de Regulação Sanitária;147;N;15-3;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: VIGILÂNCIA EM SAÚDE - Vigilância Sanitária e Saúde Ambiental;Resíduos de Serviços de Saúde Municipais coletados por quadrimestre em Kg Curitiba;Centro de Saúde Ambiental – Coordenação de Vigilância em Saúde Ambiental;148;N;15-3;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: VIGILÂNCIA EM SAÚDE - Vigilância Sanitária e Saúde Ambiental;Pesquisas realizadas pelas equipes de combate ao vetor (Aedes aegypti);Centro de Saúde Ambiental;149;N;15-3;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: VIGILÂNCIA EM SAÚDE - Vigilância Sanitária e Saúde Ambiental;Ações educativas de prevenção a dengue por Distrito - Curitiba;Centro de Saúde Ambiental;150;N;15-3;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: VIGILÂNCIA EM SAÚDE - Vigilância Sanitária e Saúde Ambiental;Situação epidemiológica de Curitiba e bloqueio de transmissão da Dengue- Curitiba;Centro de Saúde Ambiental e Centro de Epidemiologia;152;N;15-3;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: VIGILÂNCIA EM SAÚDE - Vigilância Sanitária e Saúde Ambiental;Número de solicitações do serviço de controle de animais SMS/Curitiba;Centro de Saúde Ambiental – Coordenação de Controle de Zoonoses e Vetores;153;N;15-3;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: VIGILÂNCIA EM SAÚDE - Vigilância Sanitária e Saúde Ambiental;Número de apreensão de animais Curitiba;Centro de Saúde Ambiental – Coordenação de Controle de Zoonoses e Vetores;153;N;15-3;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: VIGILÂNCIA EM SAÚDE - Vigilância Sanitária e Saúde Ambiental;Orientações à população em relação à Fauna Sinantrópica Curitiba;Centro de Saúde Ambiental – Coordenação de Controle de Zoonoses e Vetores;154;N;15-3;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: VIGILÂNCIA EM SAÚDE - Vigilância Sanitária e Saúde Ambiental;Orientações, inspeções e aplicação de raticida – Curitiba;Centro de Saúde Ambiental – Coordenação de Controle de Zoonoses e Vetores;155;N;15-3;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: VIGILÂNCIA EM SAÚDE - Vigilância Sanitária e Saúde Ambiental;Análises de amostras de água da SANEPAR realizadas por parâmetro analisado e total no período em Curitiba;Centro de Saúde Ambiental/Coordenação de Vigilância em Saúde Ambiental;156;N;15-3;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: VIGILÂNCIA EM SAÚDE - Vigilância Sanitária e Saúde Ambiental;Análises de amostras de água de Fontes Alternativas em Curitiba;Centro de Saúde Ambiental/Coordenação de Vigilância em Saúde Ambiental;157;N;15-3;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: VIGILÂNCIA EM SAÚDE - Vigilância Sanitária e Saúde Ambiental;Ocorrências registradas pelo Programa de Saúde do Trabalhador da SMS/Curitiba;Centro de Saúde Ambiental/Centro de Referência em Saúde do Trabalhador – SIMIVISA;163;N;15-3;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: VIGILÂNCIA EM SAÚDE - Vigilância Sanitária e Saúde Ambiental;Freqüência por mês da notificação segundo agravos Saúde do Trabalhador em Curitiba;SINAN/NET;164;N;15-3;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: VIGILÂNCIA EM SAÚDE - Vigilância Sanitária e Saúde Ambiental;Freqüência por acidente com exposição à material biológico segundo sexo Saúde Trabalhador em Curitiba;SINAN/NET;165;N;15-3;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: VIGILÂNCIA EM SAÚDE - Vigilância Sanitária e Saúde Ambiental;Investigação de acidente com material biológico por mês da notificação segundo ocupação em Curitiba;SINAN/NET;166;N;15-3;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: VIGILÂNCIA EM SAÚDE - Vigilância Sanitária e Saúde Ambiental;Freqüência por mês da notificação segundo tipo de acidente grave Curitiba;SINAN/NET;167;N;15-3;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: VIGILÂNCIA EM SAÚDE - Vigilância Sanitária e Saúde Ambiental;Investigação de acidente de trabalho grave por Mês da Notificação segundo ramo de atividade em Curitiba;Não Citada;169-170;N;15-3;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: VIGILÂNCIA EM SAÚDE - Vigilância Sanitária e Saúde Ambiental;Investigação de acidente de trabalho grave por mês da notificação segundo sexo;SINAN/NET;170;N;15-3;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: VIGILÂNCIA EM SAÚDE - Vigilância Sanitária e Saúde Ambiental;Investigação de acidente de trabalho grave por mês da notificação segundo causa acidente;SINAN/NET;172;N;15-3;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: VIGILÂNCIA EM SAÚDE - Vigilância Sanitária e Saúde Ambiental;Investigação de acidente de trabalho grave por mês da notificação segundo evolução caso;SINAN/NET;173;N;15-3;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: VIGILÂNCIA EM SAÚDE - Vigilância Sanitária e Saúde Ambiental;Investigação de acidente de trabalho grave Freqüência por Mês da Notificação segundo Situação Mercado Trabalho (SMT);SINAN/NET;174;N;15-3;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: VIGILÂNCIA EM SAÚDE - Vigilância Sanitária e Saúde Ambiental;Freqüência intoxicações exógenas segundo sexo - Curitiba;SINAN/NET;175;N;15-3;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: VIGILÂNCIA EM SAÚDE - Vigilância Sanitária e Saúde Ambiental;Freqüência de notificação segundo Unidade notificadora de intoxicações exógenas relacionada ao trabalho - Curitiba;CEREST;176;N;15-3;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: VIGILÂNCIA EM SAÚDE - Vigilância Sanitária e Saúde Ambiental;NOTIFICAÇÃO INDIVIDUAL - SinanNet Freqüência por Mês da Notificação segundo Hospital NHEP-Nível;SINAN/CEREST;177;N;15-3;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: VIGILÂNCIA EM SAÚDE - Vigilância Sanitária e Saúde Ambiental;capacitações junto aos distritos e unidades de saúde;CEREST;179;N;15-3;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: VIGILÂNCIA EM SAÚDE - Vigilância Sanitária e Saúde Ambiental;Unidades de Saúde dos Distritos Sanitários;SINAN/NET;180;N;15-3;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: VIGILÂNCIA EM SAÚDE - Vigilância Sanitária e Saúde Ambiental;Casos confirmados de leptospirose relacionada ao trabalho, em Curitiba, por ocupação;Casos de leptospirose relacionada ao trabalho por ocupação;183;N;15-3;2007-2015 Gráfico;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: VIGILÂNCIA EM SAÚDE - Vigilância Sanitária e Saúde Ambiental;Atividades que o CEREST participou e/ou organizou Curitiba;CEREST;184;N;15-3;;;;;;;;;;;;;;;;;;;;;
GESTÃO DO SISTEMA DE SAÚDE;DESENVOLVIMENTO DE RECURSOS HUMANOS - Capacitação e Educação permanente;Atividades de Educação continuada em eventos/ cursos com certificações realizadas para profissionais da SMS – Curitiba;Coordenação de Educação em Saúde;188;N;15-3;;;;;;;;;;;;;;;;;;;;;
GESTÃO DO SISTEMA DE SAÚDE;DESENVOLVIMENTO DE RECURSOS HUMANOS - Capacitação e Educação permanente;Atividades de educação em serviço realizadas pelas US’s, DS’s e Diretorias à Profissionais da SMS - Curitiba;Coordenação de Educação em Saúde;188;N;15-3;;;;;;;;;;;;;;;;;;;;;
GESTÃO DO SISTEMA DE SAÚDE;DESENVOLVIMENTO DE RECURSOS HUMANOS - Capacitação e Educação permanente;Atividades de Educação em Serviço realizadas pelas US’s, DS’s e Centros para ACS e Agentes da Dengue da SMS - Curitiba;Coordenação de Educação em Saúde;189;N;15-3;;;;;;;;;;;;;;;;;;;;;
GESTÃO DO SISTEMA DE SAÚDE;DESENVOLVIMENTO DE RECURSOS HUMANOS - Capacitação e Educação permanente;Atividades do Comitê de Ética em pesquisa na SMS- Curitiba;Coordenação de Educação em Saúde;189;N;15-3;;;;;;;;;;;;;;;;;;;;;
GESTÃO DO SISTEMA DE SAÚDE;DESENVOLVIMENTO DE RECURSOS HUMANOS - Capacitação e Educação permanente;Programa alfabetizando com saúde - Curitiba;Coordenação de Educação em Saúde;189;N;15-3;;;;;;;;;;;;;;;;;;;;;
GESTÃO DO SISTEMA DE SAÚDE;DESENVOLVIMENTO DE RECURSOS HUMANOS - Capacitação e Educação permanente;RELATÓRIO DE ESTÁGIOS CURRICULARES, AULAS PRÁTICAS E VISITAS TÉCNICAS DESENVOLVIDOS NA SECRETARIA MUNICIPAL DA SAÚDE DE CURITIBA;SMS/CES;190;N;15-3;;;;;;;;;;;;;;;;;;;;;
GESTÃO DO SISTEMA DE SAÚDE;DESENVOLVIMENTO DE RECURSOS HUMANOS - Capacitação e Educação permanente;Relatório de curso custeado SMS – Curitiba;Coordenação de Educação em Saúde;190;N;15-3;;;;;;;;;;;;;;;;;;;;;
GESTÃO DO SISTEMA DE SAÚDE;DESENVOLVIMENTO DE RECURSOS HUMANOS - Capacitação e Educação permanente;Relatório de Bolsas sem custos SMS- Curitiba;Coordenação de Educação em Saúde;191;N;15-3;;;;;;;;;;;;;;;;;;;;;
GESTÃO DO SISTEMA DE SAÚDE;DESENVOLVIMENTO DE RECURSOS HUMANOS - Capacitação e Educação permanente;Atividades de Educação continuada em Eventos / Cursos com certificações realizadas para profissionais da SMS – Curitiba;CES;194-195;N;15-3;;;;;;;;;;;;;;;;;;;;;
GESTÃO DO SISTEMA DE SAÚDE;DESENVOLVIMENTO DE RECURSOS HUMANOS - Capacitação e Educação permanente;Atividades de Educação continuada em Eventos / Cursos com certificações realizadas para profissionais da SMS – Curitiba e de outras Secretarias da PMC;CES;196-197;N;15-3;;;;;;;;;;;;;;;;;;;;;
GESTÃO DO SISTEMA DE SAÚDE;COORDENAÇÃO DE RECURSOS MATERIAIS - CRM;Série histórica de aquisição de Medicamentos em unidade;Coordenação de Recursos Materiais;197-198;N;15-3;2009-2015;;;;;;;;;;;;;;;;;;;;
GESTÃO DO SISTEMA DE SAÚDE;COORDENAÇÃO DE RECURSOS MATERIAIS - CRM;Série histórica da distribuição de Medicamentos em Unidade;Coordenação de Recursos Materiais;198;N;15-3;2009-2014;;;;;;;;;;;;;;;;;;;;
GESTÃO DO SISTEMA DE SAÚDE;COORDENAÇÃO DE RECURSOS MATERIAIS - CRM;Distribuição de medicamentos em Unidade por quadrimestre - Curitiba;Coordenação de Recursos Materiais;198;N;15-3;;;;;;;;;;;;;;;;;;;;;
GESTÃO DO SISTEMA DE SAÚDE;OUVIDORIA DA SAÚDE;Total e percentual de manifestações realizadas na Ouvidoria da Saúde por período;Ouvidoria da Saúde - Sistema BI;200;N;15-3;;;;;;;;;;;;;;;;;;;;;
GESTÃO DO SISTEMA DE SAÚDE;OUVIDORIA DA SAÚDE;Total e percentual de manifestações realizadas na Ouvidoria por equipamento SUS Curitiba;Ouvidoria da Saúde - Sistema BI;201;N;15-3;;;;;;;;;;;;;;;;;;;;;
GESTÃO DO SISTEMA DE SAÚDE;OUVIDORIA DA SAÚDE;Total e percentual de solicitações realizadas na Ouvidoria da Saúde por Distrito Sanitário e período - Curitiba;Ouvidoria da Saúde - Sistema BI;201-202;N;15-3;;;;;;;;;;;;;;;;;;;;;
GESTÃO DO SISTEMA DE SAÚDE;OUVIDORIA DA SAÚDE;Total e percentual de elogios realizados na Ouvidoria da Saúde por Distrito Sanitário e período;Ouvidoria da Saúde - Sistema BI;202;N;15-3;;;;;;;;;;;;;;;;;;;;;
GESTÃO DO SISTEMA DE SAÚDE;OUVIDORIA DA SAÚDE;Total e percentual de reclamações realizadas na Ouvidoria da Saúde por Distrito Sanitário e período Curitiba;Ouvidoria da Saúde - Sistema BI;202-203;N;15-3;;;;;;;;;;;;;;;;;;;;;
GESTÃO DO SISTEMA DE SAÚDE;OUVIDORIA DA SAÚDE;Total e percentual de manifestações realizadas na Ouvidoria da Saúde referente aos Distritos Sanitários por período;Ouvidoria da Saúde - Sistema BI;203;N;15-3;;;;;;;;;;;;;;;;;;;;;
GESTÃO DO SISTEMA DE SAÚDE;OUVIDORIA DA SAÚDE;Total e percentual de reclamações realizadas a Ouvidoria da Saúde referente aos Distritos Sanitários por período, subdivisão e percentual sobre os atendimentos;Ouvidoria da Saúde - Sistema BI;203-204;N;15-3;;;;;;;;;;;;;;;;;;;;;
GESTÃO DO SISTEMA DE SAÚDE;OUVIDORIA DA SAÚDE;Total e percentual de manifestações realizadas na Ouvidoria da Saúde referente às UPA's por período;Ouvidoria da Saúde - Sistema BI;205;N;15-3;;;;;;;;;;;;;;;;;;;;;
GESTÃO DO SISTEMA DE SAÚDE;OUVIDORIA DA SAÚDE;Total e percentual de solicitações realizadas na Ouvidoria da Saúde por UPA;Ouvidoria da Saúde - Sistema BI;205;N;15-3;;;;;;;;;;;;;;;;;;;;;
GESTÃO DO SISTEMA DE SAÚDE;OUVIDORIA DA SAÚDE;Total e percentual de elogios realizados na Ouvidoria da Saúde por UPA e período;Ouvidoria da Saúde - Sistema BI;206;N;15-3;;;;;;;;;;;;;;;;;;;;;
GESTÃO DO SISTEMA DE SAÚDE;OUVIDORIA DA SAÚDE;Total e percentual de reclamações realizadas na Ouvidoria da Saúde por UPA e período;Ouvidoria da Saúde - Sistema BI;206;N;15-3;;;;;;;;;;;;;;;;;;;;;
GESTÃO DO SISTEMA DE SAÚDE;OUVIDORIA DA SAÚDE;Total e percentual de reclamações realizadas na Ouvidoria da Saúde referente às UPA's por período e subdivisão;Ouvidoria da Saúde - Sistema BI;207;N;15-3;;;;;;;;;;;;;;;;;;;;;
GESTÃO DO SISTEMA DE SAÚDE;CONSELHO MUNICIPAL DE SAÚDE DE CURITIBA;Série Histórica do Número de Reuniões do Pleno do Conselho Municipal de Saúde de Curitiba;Conselho Municipal de Saúde (CMS);208;N;15-3;;;;;;;;;;;;;;;;;;;;;
GESTÃO DO SISTEMA DE SAÚDE;CONSELHO MUNICIPAL DE SAÚDE DE CURITIBA;Reuniões do Conselho Municipal de Saúde de Curitiba;CMS;208;N;15-3;;;;;;;;;;;;;;;;;;;;;
GESTÃO DO SISTEMA DE SAÚDE;CONSELHO MUNICIPAL DE SAÚDE DE CURITIBA;Série Histórica do Número de Reuniões do Pleno do Conselho Municipal de Saúde de Curitiba;CMS;209;N;15-3;;;;;;;;;;;;;;;;;;;;;
GESTÃO DO SISTEMA DE SAÚDE;CONSELHO MUNICIPAL DE SAÚDE DE CURITIBA;Número de reuniões das Comissões do Conselho Municipal de Saúde de Curitiba;CMS;210;N;15-3;;;;;;;;;;;;;;;;;;;;;
GESTÃO DO SISTEMA DE SAÚDE;INFRAESTRUTURA;Obras Requalifica - SUS;SMS/CAOB;212-214;N;15-3;;;;;;;;;;;;;;;;;;;;;
GESTÃO DO SISTEMA DE SAÚDE;INFRAESTRUTURA;Obras em andamento – Construções e Reconstruções;SMS/CAOB;215;N;15-3;;;;;;;;;;;;;;;;;;;;;
ACOMPANHAMENTO DA PROGRAMAÇÃO ANUAL DE SAÚDE;RELATÓRIO RESUMIDO DE EXECUÇÃO ORÇAMENTÁRIA – RREO;DEMONSTRATIVO DE RECEITA DE IMPOSTOS E DESPESAS PRÓPRIAS COM SAÚDE;Sistema de Gestão Pública;218-219;N;15-3;;;;;;;;;;;;;;;;;;;;;
ACOMPANHAMENTO DA PROGRAMAÇÃO ANUAL DE SAÚDE;RELATÓRIO RESUMIDO DE EXECUÇÃO ORÇAMENTÁRIA – RREO;RECEITAS POR ORIGEM – BLOCOS DE RECURSOS;NAF/SMS;220;N;15-3;Comparativo;;;;;;;;;;;;;;;;;;;;
ACOMPANHAMENTO DA PROGRAMAÇÃO ANUAL DE SAÚDE;RELATÓRIO RESUMIDO DE EXECUÇÃO ORÇAMENTÁRIA – RREO;RECEITAS POR ORIGEM – BLOCOS DE RECURSOS;NAF/SMS;220;N;15-3;Gráfico;;;;;;;;;;;;;;;;;;;;
ACOMPANHAMENTO DA PROGRAMAÇÃO ANUAL DE SAÚDE;RELATÓRIO RESUMIDO DE EXECUÇÃO ORÇAMENTÁRIA – RREO;DESPESAS PAGAS POR BLOCOS DE RECURSOS;NAF/SMS;221;N;15-3;Comparativo;;;;;;;;;;;;;;;;;;;;
ACOMPANHAMENTO DA PROGRAMAÇÃO ANUAL DE SAÚDE;RELATÓRIO RESUMIDO DE EXECUÇÃO ORÇAMENTÁRIA – RREO;DESPESAS PAGAS POR BLOCOS DE RECURSOS;NAF/SMS;221;N;15-3;Gráfico;;;;;;;;;;;;;;;;;;;;
ACOMPANHAMENTO DA PROGRAMAÇÃO ANUAL DE SAÚDE;RELATÓRIO RESUMIDO DE EXECUÇÃO ORÇAMENTÁRIA – RREO;DESPESAS POR CATEGORIA ECONÔMICA;NAF/SMS;222;N;15-3;Comparativo;;;;;;;;;;;;;;;;;;;;
ACOMPANHAMENTO DA PROGRAMAÇÃO ANUAL DE SAÚDE;RELATÓRIO RESUMIDO DE EXECUÇÃO ORÇAMENTÁRIA – RREO;DESPESAS POR CATEGORIA ECONÔMICA;NAF/SMS;222;N;15-3;Gráfico;;;;;;;;;;;;;;;;;;;;
Rede Física de Serviços no SUS;;Rede Física de Serviços no SUS Curitiba;CNES;16-17;N;15-1;;;;;;;;;;;;;;;;;;;;;
Rede Física de Serviços no SUS;;Total de Leitos SUS Curitiba;CNES Base local;17;N;15-1;;;;;;;;;;;;;;;;;;;;;
RECURSOS HUMANOS DO SUS-CURITIBA;;Número e Cargos dos Profissionais que atuam na SMS com vínculo empregatício com a Prefeitura Municipal de Curitiba;NRH IV/SMS;19-20;N;15-1;;;;;;;;;;;;;;;;;;;;;
RECURSOS HUMANOS DO SUS-CURITIBA;;Número de trabalhadores que atuam no SUS Curitiba/SMS por tipo de vínculo;NRH e DGTS – SMS;20;N;15-1;;;;;;;;;;;;;;;;;;;;;
RECURSOS HUMANOS DO SUS-CURITIBA;;Médicos que atendem nas Unidades de Atenção Primária à Saúde da SMS - Curitiba;NRH e DGTS – SMS;20;N;15-1;;;;;;;;;;;;;;;;;;;;;
RECURSOS HUMANOS DO SUS-CURITIBA;;Relatório de Exonerações SMS/Curitiba;Núcleo de Recursos Humanos – SMS;21;N;15-1;;;;;;;;;;;;;;;;;;;;;
RECURSOS HUMANOS DO SUS-CURITIBA;;Número de médicos com outras formas de vinculo para atuação no SUS;SMRH e DGTS – SMS;21;N;15-1;;;;;;;;;;;;;;;;;;;;;
RECURSOS HUMANOS DO SUS-CURITIBA;;Despesas com RH (Próprios) da SMS/ Curitiba;NAF;22;N;15-1;;;;;;;;;;;;;;;;;;;;;
AUDITORIAS REALIZADAS;;Número de Auditorias realizadas pela SMS/Curitiba por categoria;CCAA/SMS;26;N;15-1;;;;;;;;;;;;;;;;;;;;;
AUDITORIAS REALIZADAS;;Total de auditorias concluidas por tipo e período SMS;CCAA/SMS;26;N;15-1;Gráfico;;;;;;;;;;;;;;;;;;;;
AUDITORIAS REALIZADAS;;Total de Auditorias realizadas com descrição de finalidades, recomendações por demandante e Unidade(s) auditada(s);CCAA/SMS;27;N;15-1;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;ATENÇÃO PRIMÁRIA À SAÚDE;Proporção de Médicos que atendem nas Unidades de Atenção Primária à Saúde da SMS;SMS/NRH;32;N;15-1;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;ATENÇÃO PRIMÁRIA À SAÚDE;Unidades Básicas de Saúde na SMS/Curitiba;DAPS/SMS;32;N;15-1;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: ATENÇÃO PRIMÁRIA À SAÚDE;Programa Bolsa Familia - Número de famílias inscritas e acompanhadas pela Atenção Básica SMS/Curitiba;Sistema de Gestão do Acompanhamento das Condicionalidades de Saúde do PBF – DATASUS/MS;33;N;15-1;;;;;;;;;;;;;;;;;;;;;
